메뉴명,요리종류,중량,열량,탄수화물,단백질,지방,나트륨,해쉬태그,재료정보
저염보쌈김치,반찬,30,9.97,1.96,0.3,0.11,112.95,,"""배추 17g, 배 3.0g, 대추슬라이스 0.2g, 깐밤 1.1g, 당근 1.0g 
(저염양념) 조선무 1.1g, 미나리 1.0g, 깐양파 1.1g,  파프리카 1.1g, 황설탕 0.1g, 잣 0.2g,  깐마늘 1.1g, 깐생강 0.2g, 멸치액젓 0.1g, 고춧가루 0.8g, 굵은소금 0.5g, 건표고버섯 0.1g, 국멸치 0.3g , 물 50ml"""
새우게살 파프리카롤,일품,103.3,108.3,8.9,6.8,5,366,,"크래비(20g), 냉동 새우살(20g), 파프리카(빨강, 주황, 노랑 각각 10g), 냉동 아보카도(15g), 절임 올리브(그린, 블랙 5g), 다진 파(2g), 다진 마늘(1g), 후춧가루(약간), 간 파르메산치즈(5g), 홀그레인 머스터드(5g), 요플레(20g), 올리고당(5g)"
콩국물소스를 곁들인 게살 냉채,일품,316,231.6,14.5,16.3,12,475.4,,"게살(50g), 수박(70g), 가지(30g), 적채(20g), 브로콜리(20g), 두부(100g), 우유(100㎖), 꿀(5g), 소금(1g), 후춧가루(2g), 올리브유(5㎖)"
방아잎 닭고기말이,반찬,289.3,501.9,4.8,43.8,34.2,344.1,,"[ 2인분 ] 아스파라거스(2개), 닭다릿살(400g), 방울토마토(4개), 방아잎(⅓줌=30g), 파르메산 치즈(1Ts), 레몬즙(0.5Ts), 맛간장(2Ts), 잣(1Ts), 마늘(3쪽), 올리브유(⅔컵), 간장(1컵), 물(½컵), 사과(½개), 양파(½개), 마늘(4쪽), 대파(½대), 플레인 요거트(½컵), 레몬즙(0.5ts), 무가당 아보카도 마요네즈(2Ts), 파르메산 치즈(1Ts), 스테이크 시즈닝(1ts), 파슬리가루(약간)"
새우 카레 빠에야,밥,233.2,366.9,60.6,14.9,7.2,370.6,,"[ 2인분 ] 양파(½개), 토마토(2개), 새우(8마리), 쌀(1½컵), 카레가루(1Ts), 황태 머리(1개), 다시마(5×5cm, 1장), 다진 마늘(1Ts), 파슬리가루(0.3Ts), 후춧가루(0.3Ts)"
콜라비 깍두기,반찬,63,40.67,6.12,2.07,0.88,378.32,콜라비,"콜라비 80g, 쪽파 5g, 홍고추 0.5g, 생강 0.1g, 양파 0.1g, 고춧가루 4g, 액젓 1g, 마늘 1g, 매실청 0.2g, 천일염 0.1g"
비타 오이 물김치,반찬,55,13.46,2.99,0.34,0.02,30.88,,"오이 30g, 무 50g, 홍고추 10g, 파프리카 20g, 당근 20g, 미나리 10g, 식초 30g, 배 30g, 고춧가루 10g, 설탕 5g"
감자미역국,국&찌개,300,35.4,2.5,1.1,2.3,174.6,,"건미역 1.5g, 감자 40g, 다진마늘 1g, 참기름 1g, 국간장 2g, 물 300ml"
청경채김치,반찬,94,40.74,8,1.72,0.21,114.88,,"청경채 60g, 다진생강 2g, 배 10g, 찹쌀가루 10g, 매실액 5g, 고춧가루 5g, 저염간장 3g, 다진마늘 1g"
두부 새우볼,일품,170,187.1,8.4,15.3,10.3,288.1,,"두부(100g), 냉동 새우살(90g), 양파(30g), 새송이버섯(100g), 생강가루(1g), 후춧가루(1g), 소금(1g), 소금(1g), 후춧가루(1g), 파슬리가루(2g), 식용유(25ml), 버터(10g), 밀가루(10g), 우유(360㎖)"
소고기육전과 전복내장소스,일품,106.6,341.6,11.8,16.6,25.3,191.6,,"부챗살(150g), 쪽파(5g), 홍고추(5g), 익힌 전복내장(5g), 다진 건새우(5g), 밀가루(20g), 달걀물(50g), 생강(1g), 저염 간장(5g), 맛술(2g), 식초(2g), 참기름(1g), 후춧가루(2g), 식용유(10ml)"
라이스페이퍼 수제소시지,반찬,241.5,542.8,38.3,38.6,26.1,451.7,,"[ 2인분 ] 다진 돼지고기(600g), 사각 라이스페이퍼(8장), 새우젓(0.5Ts), 저염 간장(0.5Ts), 버섯가루(1Ts), 스테비아(0.3Ts), 찹쌀가루(2Ts), 후춧가루(0.3Ts), 훈제 파프리카파우더(1.5Ts), 카옌 페퍼(0.5Ts), 커민(0.5Ts), 다진 양파(1Ts), 다진 마늘(0.5Ts)"
치즈토마토 가지구이,일품,147.8,263.6,9.4,14.8,18.5,200.7,,"[ 2인분 ] 새송이버섯(1개), 양파(½개), 토마토(2~3개), 가지(2개), 돼지고기(목살, 200g), 슈레드 모차렐라치즈(½컵), 올리브유(1Ts), 다진 마늘(2Ts), 쌈장(0.5Ts), 파프리카가루(약간), 바질잎(3~4장)"
묵은지 밀푀유나베,국&찌개,178.6,115.5,5.2,12.1,5.2,356.5,,"[ 2인분 ] 묵은지(¼포기), 배추(6장), 깻잎(10장), 소고기(샤브샤브용, 150g), 콩나물(1줌=20g), 북어채(1줌=10g)"
곤약 감자조림,반찬,61,37.8,8.78,0.64,0.01,305,,"곤약 100g, 감자 50g, 풋고추 5g, 홍고추 5g, 다시마 10g, 간장 15g, 설탕 10g, 미림 15g, 참기름 3g, 식초 10g, 물 200g"
배추된장국,국&찌개,300,44.9,4,4.2,1.3,52.1,,"배추 20g, 두부 30g, 양파 20g, 대파 10g, 다시멸치 5g, 청양고추 1g, 다진마늘 0.5g, 생강즙 0.5g, 된장 2g, 쌀뜨물 60ml, 물 300ml"
한우굴라쉬,국&찌개,300,86.7,9.6,4.4,3.4,178.5,,"쇠고기 등심 17.5g, 양파 7.5g, 감자 15g, 파프리카 3.2g, 토마토 25g, 마늘 1.7g, 밀가루 1.7g, 토마토페이스트 13.7g, 케첩 9g, 버터 5g, 올리브유 1g, 월계수잎 0.1g, 소금 0.1g, 후추 0.1g, 물 300ml"
요거트강화순무김치,반찬,45,15.87,2.75,0.9,0.14,29.8,,"순무 40g, 쪽파 0.2g, 고운 고춧가루 1g, 굵은 고춧가루 1g, 다진마늘 1g, 플레인요거트 2g, 소금 0.2g"
크림카레소스를 곁들인 함초두부스테이크,기타,210,289.9,13.4,28.7,13.5,349.6,,"양파(30g), 당근(20g), 양송이버섯(20g), 불린 함초(15g), 으깬 두부(120g), 닭가슴살(60g), 달걀(40g), 빵가루(5g), 밀가루(10g), 버터(10g), 우유(250g), 강황가루(10g), 함초소금(0.5g), 다진 마늘(5g), 저염 간장(3g), 식용유(10ml)"
레몬 등갈비구이,반찬,347.2,854.7,26.6,61.9,55.6,282.3,,"[ 2인분 ] 등갈비(400g), 마늘(7쪽), 로즈메리(1줄기), 레몬(½개), 소주(3Ts), 다진 마늘(0.5Ts), 후춧가루(약간), 올리브유(3T), 요거트(5Ts), 꿀(1Ts), 레몬즙(1Ts)"
과일 먹은 닭탕수,반찬,64,104.12,11.33,5.07,4.28,25.88,닭다리살,"닭고기(다리살) 300g, 포도 15g, 미니사과 30g, 파인애플 15g, 전분 80g, 설탕 20g, 레몬 70g, 청주 10g, 후추 0.2g, 소금 2g, 물 200g"
콜리플라워미역국,국&찌개,322,20.9,0.6,1.3,1.5,113.1,,"콜리플라워 25g, 건미역 2g, (육수) 물 500ml, 디포리 2g, 양파 20g, 무 20g, (양념) 저염간장 1g, 건표고버섯 3g, 건새우 3g, 물 300ml"
구기자모듬장조림,반찬,45,59.2,5.3,4.3,2.3,215.6,,"한돈(사태) 30g, 메추리알 30g, 당근 10g, 곤약 10g, 구기자 5g, 양파 10g, 파 10g, 다시마 5g, 마늘 10g, 표고버섯 10g, 저염간장 15g"
오미자저염나박김치,반찬,76,43.05,9.8,0.42,0.24,7.24,,"배추 10g, 콜라비 5g, 오이 2g, 당근 2g, 실파 1g, 청,홍고추 1g, 레몬 5g, 오미자엑기스 5g, 식초 30g, 설탕 5g, 물 10ml"
메밀면 샐러드,일품,164,201.5,26.9,9.4,6.2,308.8,,"양상추(40g), 당근(10g), 방울토마토(30g), 닭가슴살(60g), 메밀면(90g), 어린잎채소(10g), 식초(20g), 간장(15g), 올리브유(15g), 다진 마늘(3g), 올리고당(5g), 유자청(10g)"
치즈 두부 튀김,일품,180,355.4,24.7,19.4,19.9,172.9,,"고구마(50g), 호두(15g), 우유(10㎖), 두부(150g), 빵가루(50g), 모차렐라치즈(15g), 식용유(100ml)"
단호박 라타투이,반찬,267.1,235.4,9.1,21.7,12.5,682.6,,"[ 2인분 ] 가지(1개), 주키니호박(½개), 토마토(1½개), 단호박(1개), 훈제 오리(400g), 마늘(6쪽), 다진 양파(½컵), 다진 토마토(1컵), 다진 파프리카(1컵), 올리브유(2Ts), 소금(0.3Ts), 후춧가루(0.3Ts)"
닭고기 바비큐,반찬,,174.7,11.9,13.1,8.5,73,가슴살,"닭가슴살 60g, 홍피망 24g, 양파 30g, 노랑파프리카 24g, 양송이버섯 9g [소스소개] 소스:양파다진것 6g, 마늘다진것 1.2g, 케첩 9g, 홍토마토 12g, 설탕 3g, 물 18g<br /> 이탈리안시즈닝:타임 0.9g, 로즈마리 0.9g, 바질 1.2g, 오레가노 1.2g"
닭고기 편육,반찬,,262,8.3,19.4,15.5,238,,"닭고기가슴살 100g [소스소개] 밑간양념:요구르트 6g, 식용유 1g, 후춧가루 0.03g<br /> 조림장:간장 3g, 설탕 5g, 꿀 1g, 홍고추마른것 1g, 정종 5g, 참기름 0.8g, 대파 10g"
돼지고기 찹쌀부침,반찬,,343.7,48.3,13.4,10,120,등심,"돼지고기 등심 50g, 젖은 찹쌀가루 50g [소스소개] 밑간양념:간장 1g, 물엿 3g, 다진마늘 2g, 후춧가루 0.1g, 무순 1g, 레디쉬 0.3g, 깻잎 1.5g, 대파 3g 저나트륨된장소스:된장 1g, 파인애플 15g, 물 30g, 홍고추 0.5g, 통마늘 0.3g"
등심 배구이,반찬,,97.2,3.8,7.9,5.1,241,등심,"쇠고기등심 38g, 배 12g, 오이 9g, 잣가루 0.5g, 식용유 0.5g [소스소개] 고기재움장:포도주 2.5g, 후춧가루 0.1g<br /> 저나트륨초간장소스:간장 1.3g, 사과주스 3.8g, 식초 1.3g, 설탕 1.3g, 와사미 0.8g"
버섯소스를 곁들인 돼지 등심 스테이크,일품,,387.7,8,20.4,26.1,80,등심,"돼지등심 100g, 양송이버섯 45g, 표고버섯 15g, 애느타리버섯 10g, 파슬리다진것 3g, 버터 5g, 후춧가루 0.1g, 밀가루 4g, 식용유 2g, 화이트와인 50g, 물 50g"
쇠고기 감자찜,반찬,,183.6,16.5,12.9,7.3,200,,"알감자 80g, 쇠고기다진것 50g, 육수 50g, 녹말가루 3g [소스소개] 쇠고기양념:파다진것 1g, 마늘 다진것 1g, 청고추 다진것 1g, 홍고추 다진것 1g, 간장 1.2g, 설탕 1.2g, 깨소금 0.5g, 참기름 1g, 후춧가루 0.1g, 미나리잎장식"
양송이버섯과 포도주스를 가미한 등심구이,일품,,182.5,15.3,11.3,10.3,163,등심,"쇠고기등심 50g, 양송이버섯 20g, 포도주스 50g, 토마토 80g, 물 15g, 바질 2.5g, 설탕 1.3g, 오레가노 2g,마늘가루 0.5g, 소금 0.4g, 파슬리다진것 5g, 월계수잎 0.2g, 로즈마리 2.5g, 통후추 1g, 타임 2.5g"
비타 오이 물김치,반찬,55,13.46,2.99,0.34,0.02,30.88,,"오이 30g, 무 50g, 홍고추 10g, 파프리카 20g, 당근 20g, 미나리 10g, 식초 30g, 배 30g, 고춧가루 10g, 설탕 5g"
새우살토마토스튜,국&찌개,300,67.1,6.1,5.5,2.3,280.4,,"새우살 30g, 토마토 20g, 양파 15g, 당근 10g, 애호박 15g, 건다시마 3g, 버터 3g, 케찹 5g,10g, 후추 0.1g, 소금 0.2g, 물 300ml"
견과류문어떡갈비,반찬,161,329,24.5,27.1,13.6,156,,"돈민찌 80g, 우민찌 30g, 떡 40g, 문어 3g, 배 5g, 호두 3g, 아몬드 3g, 다진마늘 5g, 다진파 5g, 찹쌀가루 5g, 참기름 1g, 후추 1g, 밀가루 0.5g, 식용유 5g, 대추 2g, 잣 2g"
배물김치,반찬,141,27.93,6.42,0.41,0.07,3.37,,"배 30g, 미나리 1g, 청홍고추 0.2g, 감자 4g, 설탕 3g, 마늘 2g, 생강 1g, 물 100ml"
성주참외동치미,반찬,201,37.47,8.1,0.9,0.16,80.06,,"참외 20g, 양파 10g, 배 5g, 대파 3g, 마늘 3g, 홍고추 1g, 생강 1g, 식초 4g, 설탕 3g, , 누룩소금 0.5g, 물 150ml"
애호박 순대,일품,165,165.4,30.9,6.7,1.7,129.2,,"두부(8g), 생새우(45g), 팽이버섯(3g), 당근(3g), 깻잎(1g), 파프리카(3g), 다진 소고기(8g), 감자전분(50g), 달걀흰자(60g), 애호박(1개), 저염 간장(1g), 식초(1g), 적양파(2g)"
버터치킨카레,반찬,327,493.1,22.4,34.3,29.6,204.5,,"[ 2인분 ] 양파(1개), 당근(½개), 토마토(2개), 닭고기(가슴살, 다릿살 각 200g), 생크림(200g), 파프리카(빨강, 노랑 각 1개), 바게트(약간), 월계수잎(1장), 통후추(5알), 정향(1개), 요거트(1컵), 가람마살라(2Ts), 코리앤더파우더(2Ts), 커민파우더(2Ts), 다진 마늘(3Ts), 파프리카가루(2Ts), 소금(1ts), 버터(2Ts)"
소고기찜과 검은콩수제비,일품,342.4,264.2,16.1,30.8,8.5,437.1,,"[ 2인분 ] 팽이버섯(½봉), 느타리버섯(½줌), 알배추(½개), 쪽파(3대), 가지(½개), 당근(¼개), 흰다리새우(7마리), 관자(4개), 삶은 검은콩(½컵), 소고기(불고기용 부채살, 200g), 숙주(⅓줌), 달걀노른자(2개), 쑥갓(⅓줌), 미니 단호박(½개), 생표고버섯(5개), 청경채(2개), 소금(0.3Ts), 통밀가루(¼컵), 돼지감자가루(¼컵), 현미쌀가루(¼컵), 저염 간장(2Ts), 맛술(0.3Ts), 꿀(1Ts), 레몬즙(1Ts), 다진 쪽파(1Ts), 다진 청양고추(0.5Ts)"
케이준 스타일 닭고기 요리,반찬,,303,4.2,19.8,22,62,가슴살,"닭가슴살 100g, 식용유 8g, 파프리카가루 2g, 키엔페퍼 1g, 양파가루 1g, 마늘가루 1g, 후추 1g, 흰후춧가루 1g, 오레가노마른것 0.5g, 타임 마른것 0.5g, 바질마른것 1g, 로즈마리마른것 0.5g *선택:황설탕 1g"
헝가리안 폭찹,반찬,,314.1,3.5,18.6,20.6,110,등심,"돼지등심 100g, 물 50g, 사워크림 30g, 실파다진것 4g [소스소개]양념재료:파프리카가루 3g, 머스터드 씨드 2.5g, 코리앤더 씨드 1g, 양파즙 13g, 마늘가루 1g"
구운 닭고기 샐러드와 저나트륨 과일 드레싱,반찬,,246.5,17.3,13.1,14.5,175,가슴살,"닭가슴살 60g, 양상추 18g, 방울토마토 18g, 브로컬리 20g [소스소개] 저나트륨과일드레싱:파인애플통조림 40g, 키위 20g, 사과 10g, 양파 4g, 올리브오일 6g, 레몬즙 3.2g, 설탕 3.2g, 소금 0.4g"
돼지고기 수육 부추부침,반찬,,202.4,10.3,9.4,13.2,257,삼겹살,"돼지고기 삼겹살 40g, 대파 5g, 마늘 5g, 생강 1.5g, 통후추 0.5g, 영양부추 10g,양파 2.5g, 무 15g, 소금 0.1g, 식초 1.5g, 설탕 1g [소스소개] 매운소스:고추기름 1g, 간장 2g, 발사믹식초 10g, 설탕 5g 저나트륨 두부 된장소스:두부 15g, 된장 2g, 청·홍고추다진것 1g, 물 2.5g"
쇠고기 채소볶음,반찬,,191,4.7,9.4,14.8,219,,"쇠고기 40g, 생표고버섯 16g, 양송이버섯 9g, 애느타리버섯 12g, 흰목이버섯 0.4g, 목이버섯 0.4g, 샐러리 4g, 홍피망 8g, 정종 2g, 간장 2g, 육수 10g, 후춧가루 0.2g, 참기름 1g, 식용유 9g [소스소개]쇠고기밑간양념:전분 2g, 달걀 2g"
낙지볶음면,일품,,154.6,27.6,9.8,0.9,270,,"낙지 20g, 쭈꾸미 20g, 생면 80g, 배추 20g, 양파 13g, 느타리버섯 13g, 표고버섯 13g [소스소개] 볶음소스:청피망 8g, 홍피망 5g, 청양고추 15g, 대파 13g, 굴소스 1g, 고춧가루 2g, 매운고춧가루 2g, 소금 0.2g"
지중해 소스를 곁들인 도미스테이크,일품,,290,7,23,13.8,81,,"도미 100g, 후춧가루 0.1g, 밀가루 4g, 식용유 12g, 화이트와인 50g, 물 50g, 파슬리다진것 1g[소스소개] 지중해소스:토마토 20g, 올리브 10g, 케이퍼 3g, 양파다진것 5g, 마늘다진것 2g, 토마토 15g, 바질 3g"
해산물 샤브샤브,국&찌개,,125,5.8,12,6.1,144,,"새우 13g, 모시조개 15g, 굴 25g, 패주 5g, 오징어 10g, 당귀잎 2.5g, 배추잎 2.5g, 샐러리잎 2.5g, 백만송이버섯 2.5g, 쑥갓 1.3g, 팽이버섯 1.3g, 곤약 2.5g, 단호박 5g [소스소개] 통깨소스:다시물 9g, 볶은통깨 3.8g, 피넷버터 5.8g, 맛술 0.5g, 식초 1g, 타비스코 소스 1g, 진간장 1g"
고등어구이,반찬,,279.9,6.3,14.7,20.3,105,,"고등어 70g, 밀가루 4g[소스소개]저나트륨발사믹소스:간장 1g, 올리브오일 13g, 발사믹식초 6g, 꿀 4g"
골뱅이무침,반찬,,104,17.5,5.1,2.4,202,골뱅이,"골뱅이 25g, 양파 13g, 대파 0.8g, 오이 25g, 미나리 13g, 깻잎 3g [소스소개]저나트륨초고추장소스:고추가루 1g, 생강즙 1g, 사과주스 10g, 설탕 10g, 고추장 2g, 식초 3g, 깨소금 1g, 참기름 1.3g, 마늘다진것 1g, 청고추 5g, 홍고추 5g"
굴 두부 국,국&찌개,,49.5,3.5,4.8,2.8,257,,"굴 20g, 두부 20g, 마늘다진것 1g, 실파 2g, 김 0.3g, 새우젓 0.5g, 소금 0.2g, 참기름 1g, 다시마 육수 100g, 홍고추 1g"
과일퓨레수제함박스테이크,반찬,112,166,14.9,11.7,6.6,377.5,,"쇠고기(우둔) 12g, 돼지고기(전지) 23g, 도라지 1.3g, 사과 2.2g, 배 2.2g, 깐연근 1.7g, 토마토 9g, 깐양파 9.5g, 양송이버섯 1.3g, 당근 11.4g, 청피망 2.3g, 달걀 7g, 빵가루 5g, 파인애플 6.6g, 방울토마토 3g, 버터 1.2g, 밀가루 1.2g, 레몬 0.8g, 후추 1g, 생강 1g, 소금 0.1g"
달콤과일깍두기,반찬,28,15.53,3.61,0.17,0.04,16.85,,"배 16.63g, 참외 8.83g, 고춧가루 0.57g, 깐마늘 0.6g, 새우젓 0.2g, 깐생강 0.24g, 깐실파 0.6g, 통깨 0.14g"
비트 단호박 파스타,일품,160,340.5,40.5,6.9,16.8,136.4,,"삶은 스파게티(80g), 감자(10g), 파르메산 치즈가루(약간), 어린잎채소(약간), 비트(40g), 올리브유(30g), 스리라차소스(5g), 마늘(10g), 미니 단호박(70g), 생크림(100g), 설탕(3g)"
해조비빔국수,기타,335.6,106.2,21.2,2.7,1.2,357.6,,"[ 2인분 ] 오이(⅓개), 양파(⅓개), 파프리카(빨강, 노랑 각 ½개), 도토리묵(250g), 해조국수(1팩=180g), 스테비아(0.3Ts), 식초(1Ts), 간장(0.5Ts), 스리라차소스(1Ts), 매실청(0.5Ts), 다진 마늘(1.5Ts), 참깨(0.5Ts)"
닭봉 로제스튜,일품,239.1,379,14.3,28,23.3,340.6,,"[ 2인분 ] 양파(3개), 마늘(5쪽), 감자(1개), 파프리카(빨강, 노랑 각 ⅓개), 당근(½개), 브로콜리(½개), 닭봉(20개), 통조림 홀토마토(2캔=822g), 생크림(1컵), 파르메산 치즈가루(1컵) 월계수잎(1장), 소금(0.5Ts), 후춧가루(0.3Ts), 올리브유(5Ts), 화이트와인(⅓컵), 강황(1Ts), 코리앤더가루(0.5Ts), 커민(1Ts), 레드크러쉬드 페퍼(1Ts), 바질가루(0.5Ts), 오레가노가루(1Ts), 버터(2Ts)"
수제새우소시지,반찬,151.5,266.5,41.7,10.1,6.6,317,,"[ 2인분 ] 양파(½개), 칵테일새우(14마리), 라이스페이퍼(8장), 깻잎(3장), 감자전분(2Ts), 후춧가루(약간), 레몬즙(1ts), 다진 마늘(2Ts), 올리브유(2ts), 다진 마늘(1Ts), 올리고당(1Ts), 파슬리가루(1ts)"
금태찜,반찬,,73.8,7.6,10.8,0.6,305,금태,"금태 50g, 소금 0.1g, 흰후춧가루 0.1g, 청주 3g, 생강즙 3g, 녹말가루 1g, 콩나물 16g, 미나리 12g, 느타리버섯 16g, 홍고추 0.8g, 당근 10g, 대파 4g, 무 16g [소스소개] 찜소스:다시마국물 100g, 간장 2g, 맛술 2g, 식초 1g"
김자반,반찬,,45.2,10.4,4.8,0.9,232,,"김 10g, 마늘 8g, 생강 5g, 통깨 1.3g [소스소개]양념간장:물 30g, 간장 2g, 설탕 2g, 물엿 1g, 식초 1g, 홍고추 1g"
꽁치 양념구이,반찬,,234.4,28.9,12.7,7.2,169,,"꽁치 60g, 후춧가루 0.1g, 밀가루 4g, 녹말가루 8g, 식용유 2g [소스소개]저나트륨고추장소스:토마토케첩 2g, 고추장 2g, 마늘 2g, 생강즙 2.4g, 청고추다진것 4g, 홍고추다진것 2g, 물엿 20g, 간장 1g, 물 75g, 맛술 5g"
꽃게강정,반찬,,261,21.9,17.6,11.1,470,,"꽃게 120g, 후춧가루 0.3g, 청고추 1g, 홍고추 1g, 토마토케첩 4g, 마늘 1.3g, 생강 0.5g, 생강즙 4g, 찹쌀가루 8g, 식용유 10g [소스소개] 매운고추소스:매운 고춧가루 1.3g, 맛술 8g, 간장 2g, 물엿 10g"
낙지강회,반찬,,51.9,7.1,6.8,0.4,153,,"낙지 50g, 실파 30g, 미역마른것 3g, 쌈다시마 0.5g, 당근 10g [소스소개] 고추장 1g, 식초 2g, 설탕 2g, 사과주스 5g, 고춧가루 1g"
낙지 잣소스 냉채,반찬,,226.7,18.5,10,14.3,233,,"낙지 50g, 오이 20g, 밤 15g, 미나리 15g, 배 30g, 홍피망 12g [소스소개] 잣소스:잣20g, 배즙 37.5, 흰후춧가루 0.1g레몬즙 5g, 소금 0.3g"
두부 해산물 꼬치구이,반찬,,182.6,2.6,15.6,12.8,146,,"두부 100g, 소라살 16g, 패주 16g, 소금 0.2 [소스소개]마늘올리브유소스:마늘 0.2g, 올리브유 7g, 바질다진것 0.6g, 방울토마토 8g"
마 두부 오징어전,반찬,,173.3,16.8,10.6,8.8,159,,"두부 60g, 마 60g, 표고버섯마른것 3.5g, 오징어 6g, 소금 0.2g, 후춧가루 0.1g, 녹말 0.8g, 식용유 4.8g, 홍고추 0.5g[소스소개] 양념장:간장 1.5g, 조미술 1.5g, 설탕 0.5g, 식초 0.5g"
멸치 찹쌀양념 튀김,반찬,,212.9,17.6,8.8,13.1,181,,"멸치중간것 10g, 찹쌀가루 5g, 식용유 2g, 땅콩 13g [소스소개]고추장소스:고추장 2g, 간장 0.5g, 양파즙 10g, 마늘즙 1g, 생강즙 0.5g, 맛술 5g, 설탕 3g, 물엿 3g, 식용유 2g, 참기름 0.3g, 흑임자 4g, 실파 5g"
미역 물오징어 연두부 초회,반찬,,48.3,3.9,7,1.2,171,연두부,"연두부큰것 25g, 불린미역 25g, 물오징어 25g, 꽈리고추 4.2g [소스소개] 저나트륨양념장:고추장 2.5g, 간장 0.8g, 물엿 1g, 레몬즙 0.8g, 식초 0.8g, 마늘다진것 0.2g, 생강즙 1g, 파다진것 0.2g, 참기름 0.1g, 통깨 0.2g"
부추조개살 콩비지조림,반찬,,36,5.3,3.3,0.5,62,,"콩비지 20g, 조갯살 20g, 부추 5g, 당근 5g [소스소개]조림장:간장 1g, 청주 1g, 조미술 1g, 설탕 1g, 생강즙 1g, 마늘다진것 0.5g"
북어국,국&찌개,,67.1,2.6,10.2,1.9,329,북어채,"북어채 12g, 무 20g, 콩나물 20g, 참기름 0.5g, 파채 2g, 마늘 1g, 후춧가루 0.2g, 국간장 3.5g, 물 100g, 계란 10g"
연어냉채,반찬,,129,7.4,9.4,6.7,398,,"훈재연어 40g, 흰후춧가루 0.01g, 녹말가루 2.4g, 오이 3.8g, 래디쉬 15g, 샐러리 7.5g, 배 7.5g [소스소개] 저나트륨파인애플소스:파인애플 3g, 파인애플 통조림 국물 4.5g, 올리브오일 3.6g, 레몬즙 1.5g, 사과 4.5g, 소금 0.2g, 설탕 1.5g"
오징어말이 케첩조림,반찬,,152.2,8.8,20,4.3,190,,"오징어 80g, 당근 17g, 시금치 17g, 달걀 19g, 표고버섯마른것 7g, 식용유 1.4g, 밀가루 1.1g [소스소개] 토마토케첩소스:마늘다진것 1.1g, 양파다진것 1.1g, 토마토케첩 2g, 물 60g, 후춧가루0.1g"
오징어보쌈과 저나트륨 된장소스,반찬,,46.2,1.8,8.1,0.7,192,,"갑오징어 50g, 당근 9g, 오이 9g, 상추 7g [소스소개] 저나트륨된장소스:된장 1.6g, 양파 1.3g, 물 6.6g, 식초 0.4g, 설탕 0.2g, 청고추 0.2g, 홍고추 0.2g"
칠리새우,반찬,,192.6,16.3,10.7,8.9,159,두반장,"백새우 40g, 케첩 4g, 대파 6g, 녹말가루 3g, 밀가루 6g, 달걀 10g, 완두콩 4g, 식용유 5g, 참기름 0.5g [소스소개] 저나트륨칠리소스:두반장 1g, 고추기름 3g, 설탕 6g, 마늘 2g, 생강 0.2g, 청주 2g, 식초 3g"
